"","X","faceRectangle.top","faceRectangle.left","faceRectangle.width","faceRectangle.height","faceAttributes.glasses","faceAttributes.blur.blurLevel","faceAttributes.blur.value","faceAttributes.headPose.roll","faceAttributes.headPose.yaw","faceAttributes.emotion.contempt","faceAttributes.emotion.surprise","faceAttributes.emotion.happiness","faceAttributes.emotion.neutral","faceAttributes.emotion.sadness","faceAttributes.emotion.disgust","faceAttributes.emotion.anger","faceAttributes.emotion.fear","faceAttributes.occlusion.eyeOccluded","faceAttributes.occlusion.mouthOccluded","faceAttributes.occlusion.foreheadOccluded","faceAttributes.noise.noiseLevel","faceAttributes.noise.value","faceLandmarks.pupilLeft.x","faceLandmarks.pupilLeft.y","faceLandmarks.eyebrowLeftInner.x","faceLandmarks.eyebrowLeftInner.y","faceLandmarks.eyeLeftOuter.x","faceLandmarks.eyeLeftOuter.y","faceLandmarks.eyeLeftBottom.x","faceLandmarks.eyeLeftBottom.y","faceLandmarks.eyeRightOuter.x","faceLandmarks.eyeRightOuter.y","faceLandmarks.mouthRight.x","faceLandmarks.mouthRight.y","faceLandmarks.eyebrowRightOuter.x","faceLandmarks.eyebrowRightOuter.y","faceLandmarks.noseTip.x","faceLandmarks.noseTip.y","faceLandmarks.pupilRight.x","faceLandmarks.pupilRight.y","faceLandmarks.noseRootRight.x","faceLandmarks.noseRootRight.y","faceLandmarks.noseRightAlarTop.x","faceLandmarks.noseRightAlarTop.y","faceLandmarks.eyeRightTop.x","faceLandmarks.eyeRightTop.y","faceLandmarks.eyeRightBottom.x","faceLandmarks.eyeRightBottom.y","faceLandmarks.noseRootLeft.x","faceLandmarks.noseRootLeft.y","faceLandmarks.mouthLeft.x","faceLandmarks.mouthLeft.y","faceLandmarks.underLipTop.x","faceLandmarks.underLipTop.y","faceLandmarks.eyebrowRightInner.x","faceLandmarks.eyebrowRightInner.y","faceLandmarks.noseLeftAlarTop.x","faceLandmarks.noseLeftAlarTop.y","faceLandmarks.upperLipTop.x","faceLandmarks.upperLipTop.y","faceLandmarks.eyeLeftInner.x","faceLandmarks.eyeLeftInner.y","faceLandmarks.upperLipBottom.x","faceLandmarks.upperLipBottom.y","faceLandmarks.eyeRightInner.x","faceLandmarks.eyeRightInner.y","faceLandmarks.underLipBottom.x","faceLandmarks.underLipBottom.y","faceLandmarks.noseLeftAlarOutTip.x","faceLandmarks.noseLeftAlarOutTip.y","faceLandmarks.eyebrowLeftOuter.x","faceLandmarks.eyebrowLeftOuter.y","faceLandmarks.eyeLeftTop.x","faceLandmarks.eyeLeftTop.y","faceLandmarks.noseRightAlarOutTip.x","faceLandmarks.noseRightAlarOutTip.y","black","blond","brown","gray","other","red","impression","glasses","blurLevel","eyeOccluded","mouthOccluded","foreheadOccluded","noiseLevel"
"1315",1315,54,104,73,73,"NoGlasses","low",0,-5.3,-4.1,0.001,0,0,0.998,0.001,0,0,0,FALSE,FALSE,FALSE,"low",0.18,122.5,75.1,130.1,70,116.4,76.4,121,77.8,160.4,72.3,154.9,106.9,167.1,65.6,139.1,92.6,156.7,72.5,142.3,75.7,146.2,86.4,154.7,71.1,155.5,75,132.5,76.6,128.4,108.9,140.4,108.6,142.6,68.8,132.3,88.1,141,103.8,126.4,75.6,141,106.7,150,73.9,141,113.1,130.4,93.8,107.6,71.8,120.4,73.7,149.5,92.3,0.45,0.13,1,0.03,0.58,0.28,0,0,1,0,0,0,1
"428",428,75,116,107,107,"NoGlasses","low",0,-11.4,17.2,0.009,0.035,0.089,0.51,0.251,0.016,0.071,0.019,FALSE,FALSE,FALSE,"low",0,138.7,109.8,158.9,101.9,131.7,111.3,141.9,112.7,197.1,100.3,196.2,147.9,206,84.3,178.3,136.2,186.4,101.5,174.5,107.7,183.3,126.4,187.7,98.6,189.9,105,160.5,110,146.5,154.4,176.6,155.7,180.3,97.9,162.6,129.9,176.4,149.1,150.7,110.2,176.5,152.4,180,104.8,178,162.7,157.6,137.4,113,105.1,141.1,106.5,189.6,133.2,0.13,1,0.3,0.09,0.82,0.04,1,0,1,0,0,0,1
"279",279,45,117,165,165,"NoGlasses","low",0.11,3.6,-17.6,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"low",0,166,88.7,180.4,76.1,155.7,88.6,166.6,94,253.6,94.8,243.3,165.8,273.2,86.1,190.3,135.9,237.4,93.2,209.1,95.8,210.8,121.5,239.5,87.9,239.7,98.4,186.8,95.8,163.5,160.5,196.9,178.9,211.8,79.7,181.2,120,195.4,158.2,179.3,92.7,195.4,165,226.5,95.2,196.1,187.5,171.6,134.3,138.6,73.5,168.4,84.2,220.4,139.1,0.12,1,0.54,0.08,0.59,0.02,1,0,1,0,0,0,1
"1289",1289,157,636,307,307,"NoGlasses","low",0,14.5,-2.2,0.017,0,0.94,0.04,0,0.001,0.001,0,FALSE,FALSE,FALSE,"low",0.3,739.4,223.4,784.7,217.7,721.1,220,742.6,234.9,892.6,265,848.1,393.1,934.5,250.3,781.8,333.1,866.2,259.1,822.3,251.3,825.2,303.4,876.3,252.5,870.5,269,789.8,242.6,709.9,359.1,772.5,399,852.5,228.6,772.4,289.2,778.3,373.2,769.2,235.8,775,385.3,848.6,255.8,768.1,416.6,748.1,307.7,707.1,185.2,750.2,218.8,835.7,328,0,0,0,0,0,0,0,0,1,0,0,0,1
"1528",1528,96,70,182,182,"NoGlasses","low",0.14,-3.2,-3.4,0,0.001,0.187,0.716,0.092,0,0.003,0.001,FALSE,FALSE,FALSE,"low",0,120,145.6,136.4,125,107.7,145.4,119.7,151.3,212,139,196.7,230.9,227.7,117.5,163.8,197.4,195.8,138.9,167.8,149.4,179.2,182.5,196.3,135.1,198.3,145.6,151.6,150.4,130.8,231.1,164.1,236.1,179.2,125.4,145.3,183.7,163.7,224.8,132.8,149.4,164,232.8,183.6,145,165.2,249.1,136.6,200.4,90.5,125.7,121.7,141.9,187.1,199.4,0.94,0.04,1,0.03,0.31,0.06,0,0,1,0,0,0,1
"1273",1273,162,65,171,171,"NoGlasses","medium",0.46,2.1,0,0.002,0.004,0.026,0.919,0.038,0.001,0.006,0.004,FALSE,FALSE,FALSE,"medium",0.61,115.7,208.9,136.7,194,105.9,211.3,116.3,213.6,200,213.1,184.1,291.6,221.4,204.7,149.2,245.2,187,210.2,163.1,214.2,164.1,237.3,187.3,206.2,187.4,215.4,142.3,213.4,116.8,291.4,147.9,289.4,170.2,192.4,135.9,235.5,148.6,277.1,127.3,211,148.7,285.1,175.5,212.7,146.8,300.1,128.6,253.1,85.9,201.6,116.1,205.3,169,256.4,0,0,0,0,0,0,0,0,2,0,0,0,2
"275",275,204,342,172,172,"NoGlasses","low",0,-0.5,5.9,0,0.003,0.753,0.209,0.021,0.001,0.011,0.002,FALSE,FALSE,FALSE,"low",0.05,389.8,249.6,410.5,228.1,375.9,250.2,388.5,253.1,474.5,253,463.8,330.1,495.2,240,431.5,297.3,463.2,250.9,439.5,254.1,446.3,282.3,462.6,248.2,462.6,254.6,416.4,253.3,391.3,330.6,429,340.3,443.7,228.2,407.8,283.9,428.6,321.8,400.7,250.6,428.5,327.2,450.5,252.1,428,349.3,402.7,298.2,352.2,234.5,388.5,247.8,452.5,296.6,1,0.03,0.94,0.03,0.34,0.06,1,0,1,0,0,0,1
"1586",1586,107,120,151,151,"ReadingGlasses","low",0.2,-19.8,-9,0.001,0.1,0.323,0.529,0.021,0.003,0.015,0.008,FALSE,FALSE,FALSE,"low",0.15,155.6,159.6,158.7,130.7,148.2,163.2,156.2,162.5,220.8,134.3,234.5,211.5,229.9,114.3,191.9,182.4,210.8,136.7,192,145.9,202.7,167.4,210.8,133.2,212.1,139.1,174.8,152.6,187.2,229.3,207.5,229.8,188.3,121.8,177.4,180.2,199.3,208.8,163.5,157.3,201.3,215.3,204,140.5,209.7,238.5,175.2,195.4,125.6,150.8,154.6,155.7,215.1,177.6,0.99,0.06,0.99,0.08,0.26,0.04,0,1,1,0,0,0,1
"1050",1050,109,171,141,141,"NoGlasses","low",0,-13.4,3.3,0.015,0.016,0.049,0.833,0.065,0.013,0.007,0.001,FALSE,FALSE,FALSE,"medium",0.56,205.7,154.5,217.3,136.8,193.8,159.3,203.9,161.6,273.5,141.7,277,206,282.5,125.2,244.6,183.9,263.8,141.8,244.8,152.6,255.8,174.1,264.2,137.4,266.5,146.6,226.1,156.3,220.8,220.2,251.6,221.7,246.3,132.7,229.1,180.2,249.1,207.9,214,156.7,250.4,214.8,256.3,146.8,253.4,229,224.7,193.3,176.4,146.8,201.8,150.5,264.3,183.5,0.97,0.17,0.17,0.71,0.74,0.09,0,0,1,0,0,0,2
"1366",1366,144,123,144,144,"NoGlasses","low",0.13,-3.7,-9.5,0.001,0.188,0.007,0.327,0.008,0.014,0.428,0.027,FALSE,FALSE,FALSE,"low",0.14,162.9,182.6,179.5,171.1,154,184,163.7,186.1,232.2,179.6,230.2,248.3,247.5,163.2,194.5,227.3,221.4,180.1,202.6,184.7,211.7,211.4,221.7,176.8,222.1,183.3,182.6,187.1,167.6,248.6,197.8,261.5,199.4,169.8,179.5,213.1,196.6,249.5,173.6,183.3,196.4,256.2,212.2,181.6,198.9,274.7,175.1,227.6,138.6,170.1,164,179.9,219.9,223.5,1,0.01,0.1,0.19,0.69,0.15,0,0,1,0,0,0,1
"1603",1603,95,208,142,142,"ReadingGlasses","low",0,-10.2,-6.6,0.001,0.002,0.202,0.7,0.086,0.001,0.006,0.002,FALSE,FALSE,FALSE,"low",0,244.3,136.1,256.6,116.9,233.6,139.6,244.9,140.3,310.5,128.4,313.7,196.8,321.5,104.9,276.3,169.5,299.4,128.5,282.5,134.5,290.7,156.6,299.5,125.4,301,133,264.8,137.2,262.5,205.6,286,201.3,279.6,114.4,261.1,161.2,282.9,189.6,255.4,136.6,285.5,199.6,289.6,132.6,288.9,213,258.3,175,217.2,121.1,243.5,132,297.5,168.9,1,0.02,0.69,0.15,0.56,0.06,0,1,1,0,0,0,1
"1029",1029,89,242,142,142,"ReadingGlasses","low",0,-1.5,-9.8,0.006,0,0.732,0.262,0,0,0,0,FALSE,FALSE,FALSE,"low",0,283.8,129.7,294.4,114.3,273.6,131.1,282.6,133.9,349.6,127.5,346.6,191.7,371.5,116.6,308.4,164.7,341.4,126.6,318.4,131.5,323.2,152,339.9,121.6,340.9,131.1,301.2,132.9,282.3,194.9,312.7,198.7,319.1,114.3,296.2,153.6,310.9,187.3,291.3,131.7,311.1,193.4,331.4,129.6,313.2,207.4,288.9,167.7,254.7,115.9,282.7,125.4,332.6,165.9,0.95,0.09,1,0.05,0.22,0.04,0,1,1,0,0,0,1
"562",562,114,86,107,107,"NoGlasses","low",0.1,19.2,-8.1,0,0.001,0.017,0.666,0.312,0.002,0.002,0.001,FALSE,FALSE,FALSE,"low",0,124.1,138.8,137.2,133.6,116.2,137.3,122.2,141.9,178.4,158.2,158.7,198,190.6,151.6,133.9,171.2,169.9,153.4,151.9,151.2,149.9,167.4,171.7,151.2,168.9,157.6,137.5,147,108.5,181.2,129.1,196.3,158.9,139.2,129.2,160.4,132.8,185.7,130.6,143.5,131.4,189.4,161.6,153.1,126.7,202.1,120.2,165.9,107.7,125.5,125.5,136.4,153.2,177.5,0.33,0.92,0.96,0.03,0.58,0.13,1,0,1,0,0,0,1
"146",146,119,278,85,85,"NoGlasses","low",0,-2.3,0.3,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"low",0,301.7,142.5,311.3,133.7,295.2,143.7,301.2,143.8,343.5,142.1,338.7,179.2,352.4,135.7,321.2,164.8,338.7,141.6,324.4,143.7,328.5,157.3,337.5,140.2,338.2,142.6,312.6,143.7,301.3,182,320.8,188.5,325,132.1,311.7,158.5,321.2,175.6,306.9,143.5,321.1,179.9,332.3,142.7,320.7,193.9,308.3,165,285.6,138.7,300.6,141.3,333.6,164.4,0.76,0.31,1,0.02,0.17,0.07,1,0,1,0,0,0,1
"1338",1338,82,60,131,131,"ReadingGlasses","low",0,-2.4,-21.4,0.014,0,0.309,0.676,0,0,0,0,FALSE,FALSE,FALSE,"low",0.15,96.9,118.2,110.3,107.6,89.7,120.1,97.8,124.4,162.8,116.7,156.8,178.8,175.8,100.8,118.7,150.2,151.8,116.4,132.7,122.5,135.4,138.9,152.8,113.4,155.1,121.7,115.3,123.1,105.8,181.4,127.9,184.8,129.8,105.3,109.8,140.9,126,172.2,106.2,120.4,127,178.8,144.6,119.3,129,193.3,104.1,151,77.6,102.3,97.2,115.3,142.6,151.1,0.41,0.13,0.49,0.99,0.25,0.14,0,1,1,0,0,0,1
"409",409,59,89,52,52,"NoGlasses","low",0,1.6,-18.2,0.003,0.002,0.223,0.69,0.075,0.002,0.005,0.001,FALSE,FALSE,FALSE,"low",0,104.6,72.8,109,70.6,100,72.9,103.7,74.9,131.3,73.2,125.7,97.4,137.5,69.9,111.7,88.5,127.8,72.9,117.8,75.1,118.3,84,126.9,71.8,127.2,75.4,109.8,75,106,97,114,101.7,117.9,70.8,108.8,83.3,113.8,95.4,107.7,74,113.8,97.8,122.4,74.1,113.8,105.2,106.6,87.5,93.6,67.7,104.2,71.7,120.8,87.7,0.3,0.94,1,0.02,0.27,0.04,1,0,1,0,0,0,1
"851",851,175,428,297,297,"ReadingGlasses","low",0,-0.8,4.2,0.004,0,0,0,0.001,0.536,0.458,0,FALSE,FALSE,FALSE,"medium",0.48,502.3,266.2,553.6,239.8,479,264.7,503.3,269.6,670.4,261.1,645.7,387.9,713.8,241,583.4,326.8,646.5,260.7,600.1,266.3,608.2,304.6,649.5,257.6,648.6,264.1,554.7,268.1,506.5,389,575,411.4,602.4,239.1,543.3,307.1,576.6,369.8,529.3,266.2,577.7,384.3,627.1,260.8,576.3,429.1,530,328.7,438.7,248.4,504.3,261.5,628.7,330.1,0,0,0,0,0,0,0,1,1,0,0,0,2
"159",159,185,339,196,196,"NoGlasses","low",0,-0.1,0.3,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"low",0.25,394.1,236.8,414.5,215.5,378.1,237.6,392.3,243.3,495.2,238.3,476.6,327.6,516.7,220.7,436.8,294,480.3,236.7,448.1,245.2,456.1,281.7,478.8,231.5,480.4,243.3,427.2,244.6,398.8,328.9,436.5,346.9,464.7,214.2,419.5,281.2,437.9,321,407.4,240.6,438.1,325.5,464.4,241.3,436.4,355.6,412.4,295.2,354.5,220.3,393.3,230.2,463.7,295.5,0.87,0.05,1,0.01,0.9,0.04,1,0,1,0,0,0,1
"1209",1209,51,110,76,76,"NoGlasses","low",0,-3.4,-17.8,0,0.001,0.202,0.771,0.011,0.001,0.014,0,FALSE,FALSE,FALSE,"low",0.15,131,74.8,135.5,64.8,125.5,75.9,131.2,77.4,172,70.4,166.2,105.6,180.5,63.7,142.6,87.4,165.7,70.4,150.9,72.8,153.9,83.3,165.5,68.2,166.2,73.4,140.1,73.7,136.2,109.2,147.8,109.9,153.2,62.3,137.3,84.1,146.4,101.4,136.7,74.8,146.7,104.6,159.3,71.6,148.2,114.3,135.1,90.9,116.9,69.9,130.4,72.7,157.7,89.4,0.82,0.06,1,0.04,0.25,0.09,0,0,1,0,0,0,1
"457",457,75,178,133,133,"NoGlasses","low",0,-1.3,2.6,0,0.002,0.004,0.301,0.688,0,0,0.005,FALSE,FALSE,FALSE,"low",0,215.8,111.7,232,97.8,205.4,113.5,215.4,113.7,282.1,111.8,269.8,173.3,298.8,91.9,245.1,143.4,272.7,110.6,255.1,113.3,257,136.2,272,108.6,272.5,112.4,238.6,113.3,220,176.5,245.1,179.1,256.8,96.1,235.8,135.2,245.7,165.7,224.9,112.1,246.5,170.9,263.9,111.4,246.4,188.5,227.8,147.4,191.2,97,214.9,110.1,262.4,147.6,0.92,0.01,0.99,0.03,0.79,0.36,1,0,1,0,0,0,1
"1125",1125,81,156,178,178,"NoGlasses","low",0,-7.4,7.5,0.003,0.002,0.351,0.566,0.025,0.004,0.048,0,FALSE,FALSE,FALSE,"medium",0.6,202.3,131.4,226.5,113.9,187.7,135.5,202.6,139.3,287.5,124,280.3,213.4,300,97.3,251,172.5,274.3,122.2,251.6,129.8,262.9,159.3,275.5,117.6,277.1,130.9,235.3,130.6,220.6,218.6,253.4,215.1,253.1,111.7,233.2,160.6,250.1,203.6,215.9,132.5,251,211.8,263.4,128,255.2,225.6,223.4,178.9,172,111.7,201.4,126.4,270.9,175.1,0.84,0.08,1,0.16,0.13,0.07,0,0,1,0,0,0,2
"384",384,154,308,169,169,"NoGlasses","medium",0.43,14.7,-30.5,0.001,0.001,0.87,0.128,0,0.001,0,0,FALSE,FALSE,FALSE,"low",0.2,370.9,192.4,385.5,176.8,360.8,191.5,369.3,196.6,447.9,208.8,417.3,289.8,474.5,195.1,376.6,238.3,436.9,205.8,409.6,202.2,405.3,233.4,436.9,202.1,435.4,209.8,387.1,197.1,360.1,276.1,375.9,287.8,413.3,179.8,371.8,224.2,379.8,267.1,378.9,195.2,379,273.8,424.4,203.6,374.4,298.5,361.4,238.1,357,164,371.1,189.6,408.8,250.9,1,0.02,0.46,0.02,0.73,0.13,1,0,2,0,0,0,1
"1476",1476,120,326,126,126,"NoGlasses","low",0.17,11.5,-3.3,0.016,0.044,0.13,0.405,0.197,0.03,0.146,0.032,FALSE,FALSE,TRUE,"low",0.06,370.4,147.6,386.2,138.6,363.8,147.1,370.3,151.3,428.4,159.9,403.3,218.7,447.4,149,390.3,187.3,420.7,157.5,403.8,158.2,402.1,181,421.8,154.9,420.4,161.9,388.5,154.8,362.5,212.7,383.2,219.2,412.7,141,380.9,175.7,385.4,207.7,378.3,150.8,384.4,214.5,413.2,157.8,380.8,226.9,373,186.1,350.7,129.2,372.1,145.9,405.1,192.6,0,0,0,0,0,0,0,0,1,0,0,1,1
"741",741,212,305,261,261,"NoGlasses","low",0.12,1.7,13.2,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"medium",0.35,381.3,280.8,415.6,254.5,366.7,283.3,383.1,286.5,505.9,286.4,485,401.8,527.9,257.2,444.1,359.7,493.9,284.3,453.3,289.6,461.1,330.5,488.4,281.7,489.8,289,422.9,286.8,372.3,400.9,432.3,414.9,473,257,414.9,330.6,434.1,388.8,399.1,282.5,433.9,395.6,474.1,286.7,432,428.7,400.6,354.3,339.8,256.4,382.8,278.6,473.6,354.6,0.94,0.06,1,0.06,0.1,0.1,1,0,1,0,0,0,2
"1492",1492,24,191,208,208,"NoGlasses","medium",0.65,-0.6,0.9,0,0.001,0.072,0.907,0.019,0,0.001,0,FALSE,FALSE,FALSE,"low",0,243,82.6,274.6,52.8,225.9,82.9,242.1,87.1,358.9,85.8,331.7,180,379.5,62.1,297.7,121.2,342.8,82.5,306.3,85.1,314.8,113.8,343.7,81,344,88.4,281.2,84.8,262.3,183,296.9,179.5,314.4,55.4,274.8,116.3,296.6,161.8,258.8,84.4,296.4,173.3,326.9,84.7,295.8,190.1,268.3,136,211.2,57.1,243.6,79.2,323.9,134.6,0.99,0.05,0.97,0.05,0.56,0.11,0,0,2,0,0,0,1
"260",260,67,104,113,113,"ReadingGlasses","low",0,-21.4,-7.1,0,0.027,0.065,0.512,0.332,0,0,0.064,FALSE,FALSE,FALSE,"low",0,128.9,109.9,133.5,95.8,123,113.1,130.7,111.7,182.9,91.1,196.5,137.1,192.3,78.7,159.7,127.3,175.3,92.7,157.6,100.7,168.5,115.8,174.6,90.1,176.4,94,145.6,105.9,145.1,156.8,172,158.1,155.1,88.5,147.9,123.7,165.5,141.1,138,107.6,166.7,145.9,169,96.2,173.9,165.3,144.8,132.8,104.9,111.2,128.4,106.5,176.3,120.7,0.8,0.09,0.99,0.19,0.38,0.19,1,1,1,0,0,0,1
"1481",1481,81,217,341,341,"NoGlasses","low",0,1.8,-1.3,0.001,0.008,0.021,0.912,0.051,0.001,0.005,0.002,FALSE,FALSE,FALSE,"medium",0.32,320.9,165.6,367.9,144.1,301.7,169.4,322,178.1,485.3,176,447.9,338.3,525.2,148.5,386.2,261.5,460.1,173.7,411.4,179.6,419,238.2,462.2,166.4,463,184,370.8,179.4,323,336.7,390.3,339.7,421.4,144.3,354.7,237.9,390.1,317.4,344.7,172.6,390.1,333.8,440.2,178.3,389.7,358.7,344.2,261.1,267.9,141,322,160.5,434.5,260.6,1,0.09,0.28,0.05,0.55,0.16,0,0,1,0,0,0,2
"805",805,96,293,135,135,"NoGlasses","medium",0.47,1.8,-4.2,0,0.002,0.357,0.614,0.027,0,0.001,0,FALSE,FALSE,FALSE,"low",0.16,332,130.2,342.4,120.6,319.9,131.3,329.8,135.4,399.6,135.9,389.9,195.3,416,126.2,356.3,172.1,389.7,133.5,367.2,136.8,370.9,159.5,388,129.9,388.4,138.1,351.3,136.6,331.3,191.1,359.2,205.2,374.8,120.4,343.8,158.1,358.1,188.5,341,134.8,358.5,194.2,377.6,136.1,358.9,213.5,336,170.1,306.4,118.6,331.4,127.1,379.6,172,0.94,0.01,1,0.14,0.43,0.05,1,0,2,0,0,0,1
"185",185,66,198,111,111,"NoGlasses","low",0.15,0,-3.9,0,0.018,0.273,0.554,0.058,0.001,0.024,0.07,FALSE,FALSE,FALSE,"low",0,227.2,98.3,237.2,86.9,218.8,99.6,227.3,100.8,286.3,99.2,279.8,145.3,297.6,90.1,251.7,127.3,279.9,97.8,260.1,100.7,264.5,117,279.5,96.2,278.7,100.8,244.3,100.5,227.7,145.5,252.5,157.5,264.8,86.4,241.8,116.5,252.4,140.1,235,99.6,251.9,144.8,270.8,98.9,252.6,163.4,234.8,125.3,208,88.1,228.1,96.6,270.2,125.4,0,0,0,0,0,0,1,0,1,0,0,0,1
"366",366,34,230,200,200,"NoGlasses","medium",0.37,-5.8,-0.6,0.004,0.003,0.306,0.607,0.036,0.006,0.036,0,FALSE,FALSE,FALSE,"low",0.23,279.8,96.5,301.9,71.2,266.2,97.7,280.8,99.7,385.7,85.7,377,177.3,406.8,70.4,331,135.2,371.6,87,342.5,91.3,349.9,120.4,371.4,85.4,373.8,90.5,310.9,94,292.6,185.2,336,197.2,345.3,68.6,309.8,123.9,334.3,173.1,294.9,95.5,335.5,182.6,360.3,89.5,339.1,209.5,302.4,138.7,244.7,88.8,280.4,94.1,362.3,132.5,0.07,1,0.12,0.1,0.63,0.26,1,0,2,0,0,0,1
"1627",1627,46,93,101,101,"NoGlasses","low",0.06,-15,-14.5,0,0,0.03,0.851,0.117,0,0,0,FALSE,FALSE,FALSE,"low",0.09,119.1,77.9,122.6,64.1,109.5,81.6,116.2,82.9,165.6,66.2,167.5,117.7,169.8,51.4,138.8,98.1,160.3,67.9,141.1,73.9,149.5,90,157.3,65.1,159.4,71.7,129.2,76.1,132.6,125.6,149.1,123.3,138.8,59.7,129.5,94,146.2,114,122,78,147.8,119.7,151,71.5,150.5,130.6,128.3,103.6,95.5,73.5,113.7,76.6,156.6,97.9,1,0.04,0.14,0.07,0.81,0.13,0,0,1,0,0,0,1
"1566",1566,107,120,151,151,"ReadingGlasses","low",0.2,-19.8,-9,0.001,0.1,0.323,0.529,0.021,0.003,0.015,0.008,FALSE,FALSE,FALSE,"low",0.15,155.6,159.6,158.7,130.7,148.2,163.2,156.2,162.5,220.8,134.3,234.5,211.5,229.9,114.3,191.9,182.4,210.8,136.7,192,145.9,202.7,167.4,210.8,133.2,212.1,139.1,174.8,152.6,187.2,229.3,207.5,229.8,188.3,121.8,177.4,180.2,199.3,208.8,163.5,157.3,201.3,215.3,204,140.5,209.7,238.5,175.2,195.4,125.6,150.8,154.6,155.7,215.1,177.6,0.99,0.06,0.99,0.08,0.26,0.04,0,1,1,0,0,0,1
"143",143,208,394,344,344,"NoGlasses","medium",0.25,-2.8,-4.2,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"low",0.21,491.1,305.7,522,264.3,466.2,309.3,489.7,313.9,656.8,297.7,648.9,453.4,704.2,267.8,559.6,397.3,633.2,295.3,578.9,309.1,596,372.7,631,289.1,632.9,302.6,540,309.6,498.2,464.6,571.8,487.4,593.3,259.2,528.7,372.3,563.9,445.7,513,310.7,565.6,461.3,609.1,303.2,575.1,504.8,513.1,401.1,424.8,274,488.9,297.1,614.1,400.5,0.96,0.01,1,0.02,0.68,0.14,1,0,2,0,0,0,1
"1519",1519,525,1238,645,645,"NoGlasses","high",0.82,-3.4,1.2,0,0,0.004,0.88,0.115,0,0.001,0,FALSE,FALSE,FALSE,"low",0.01,1412.8,703.9,1504,649.3,1371.5,717.8,1418.7,733.9,1728.5,698.4,1714.7,992.4,1799.2,651.2,1571,882.6,1676.2,691.2,1599,710.6,1616.1,820.6,1683.7,670.1,1687.8,715,1516.7,716.8,1432.6,1000,1572.2,1026.4,1619.4,626.9,1504.9,820.9,1568.3,987.3,1462.5,717,1570.7,1014.8,1641,704.1,1573.2,1059.3,1475.9,878.4,1308.5,690.8,1421,688.3,1661.9,880.9,0.22,0.17,0.86,0.99,0.17,0.15,0,0,3,0,0,0,1
"1349",1349,118,138,130,130,"NoGlasses","medium",0.37,-4.7,0.2,0.012,0.001,0.001,0.95,0.02,0.003,0.014,0,FALSE,FALSE,FALSE,"medium",0.33,172.3,155.2,186.3,142.7,165,157.2,173.4,157.8,236.1,152.9,229.6,215,247.6,143.1,202,182,227.8,151.6,208.3,154.5,213.5,173.1,227.9,149,227.7,153.7,192.5,155.2,182.6,218.2,206.7,216,211.6,140.2,189.2,174.9,206.2,207.8,181,155,206.4,212.2,219.4,152.3,207.6,221.7,185.8,186.1,146.5,144.5,172.8,152.5,218.5,183.4,0.17,0.9,0.99,0.15,0.16,0.16,0,0,2,0,0,0,2
"1164",1164,136,35,138,138,"NoGlasses","low",0,-2.7,2.6,0.002,0.004,0.528,0.383,0.061,0.003,0.011,0.009,FALSE,FALSE,TRUE,"medium",0.4,73.5,175,88.1,160,64.3,176,74.5,178.9,142,172.9,135.3,237.4,156.6,159.8,105.5,206.6,131.2,173.5,111.2,175.4,114.5,197.1,130.7,169.4,131.8,177.1,95.8,176.8,76.5,239.7,106.9,245.2,115.1,158.5,93.5,199.7,106,232.6,84.4,175.7,106.5,237.3,120.3,175,107.9,253.2,85.4,213.2,47.6,161.7,74.7,171.9,123.3,210.5,0,0,0,0,0,0,0,0,1,0,0,1,2
"438",438,69,274,129,129,"NoGlasses","low",0,-5.6,15.1,0,0.004,0.51,0.473,0.009,0,0.004,0,FALSE,FALSE,FALSE,"low",0,306.1,105.4,328.1,91.9,297.4,107.5,306.6,108.7,371.4,104.7,368.4,163.5,383.8,90.4,346,136.1,360.7,103.3,347.8,105.9,352.7,125.7,362.8,100.7,363.6,107.1,332.4,106.5,312.4,163.7,346.2,170.4,352.2,93.6,328.3,128.9,343.8,157.8,316,106.7,344.8,162.5,354.7,105.9,347.3,177.4,321.7,138.1,281.8,99.8,305.6,103,361.2,135.9,0.98,0.14,0.93,0.16,0.33,0.09,1,0,1,0,0,0,1
"922",922,102,103,154,154,"NoGlasses","low",0.09,0.3,9.4,0,0,0.156,0.827,0.015,0,0.001,0,FALSE,FALSE,FALSE,"low",0.16,145.8,142.9,167.6,136.8,133.1,144,144.2,147.3,221.8,147.6,208.4,214.5,238.7,137.2,183.4,187.9,214.1,145.1,191.5,148.7,195,176.7,213.5,143.9,212.6,149,171.2,147.9,144.9,214.1,180.3,220.3,196.2,136.2,167.8,175.4,181.3,211.3,156,145.2,180.4,219.2,204.1,145.3,179.7,229.4,161.2,188.4,113,137.3,145.3,140.8,200.2,188.3,0.13,0.97,0.4,0.33,0.39,0.49,0,0,1,0,0,0,1
